Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:2360, gt.metaitem.01.2360.name
gregtech:gt.metaitem.01:2361, gt.metaitem.01.2361.name
gregtech:gt.metaitem.01:2362, gt.metaitem.01.2362.name
gregtech:gt.metaitem.01:2363, gt.metaitem.01.2363.name
gregtech:gt.metaitem.01:2364, gt.metaitem.01.2364.name
gregtech:gt.metaitem.01:2370, gt.metaitem.01.2370.name
gregtech:gt.metaitem.01:2371, gt.metaitem.01.2371.name
gregtech:gt.metaitem.01:2372, gt.metaitem.01.2372.name
gregtech:gt.metaitem.01:2373, gt.metaitem.01.2373.name
gregtech:gt.metaitem.01:2374, gt.metaitem.01.2374.name
gregtech:gt.metaitem.01:2375, gt.metaitem.01.2375.name
gregtech:gt.metaitem.01:2377, gt.metaitem.01.2377.name
gregtech:gt.metaitem.01:2470, gt.metaitem.01.2470.name
gregtech:gt.metaitem.01:2471, gt.metaitem.01.2471.name
gregtech:gt.metaitem.01:2472, gt.metaitem.01.2472.name
gregtech:gt.metaitem.01:2473, gt.metaitem.01.2473.name
gregtech:gt.metaitem.01:2485, gt.metaitem.01.2485.name
gregtech:gt.metaitem.01:2486, gt.metaitem.01.2486.name
gregtech:gt.metaitem.01:2487, gt.metaitem.01.2487.name
gregtech:gt.metaitem.01:2488, gt.metaitem.01.2488.name
gregtech:gt.metaitem.01:2489, gt.metaitem.01.2489.name
gregtech:gt.metaitem.01:2490, gt.metaitem.01.2490.name
gregtech:gt.metaitem.01:2500, gt.metaitem.01.2500.name
gregtech:gt.metaitem.01:2501, gt.metaitem.01.2501.name
gregtech:gt.metaitem.01:2502, gt.metaitem.01.2502.name
gregtech:gt.metaitem.01:2503, gt.metaitem.01.2503.name
gregtech:gt.metaitem.01:2504, gt.metaitem.01.2504.name
gregtech:gt.metaitem.01:2505, gt.metaitem.01.2505.name
gregtech:gt.metaitem.01:2506, gt.metaitem.01.2506.name
gregtech:gt.metaitem.01:2507, gt.metaitem.01.2507.name
gregtech:gt.metaitem.01:2508, gt.metaitem.01.2508.name
gregtech:gt.metaitem.01:2509, gt.metaitem.01.2509.name
gregtech:gt.metaitem.01:2510, gt.metaitem.01.2510.name
gregtech:gt.metaitem.01:2511, gt.metaitem.01.2511.name
gregtech:gt.metaitem.01:2512, gt.metaitem.01.2512.name
gregtech:gt.metaitem.01:2513, gt.metaitem.01.2513.name
gregtech:gt.metaitem.01:2514, gt.metaitem.01.2514.name
gregtech:gt.metaitem.01:2515, gt.metaitem.01.2515.name
gregtech:gt.metaitem.01:2516, gt.metaitem.01.2516.name
gregtech:gt.metaitem.01:2518, gt.metaitem.01.2518.name
gregtech:gt.metaitem.01:2519, gt.metaitem.01.2519.name
gregtech:gt.metaitem.01:2520, gt.metaitem.01.2520.name
gregtech:gt.metaitem.01:2521, gt.metaitem.01.2521.name
gregtech:gt.metaitem.01:2522, gt.metaitem.01.2522.name
gregtech:gt.metaitem.01:2523, gt.metaitem.01.2523.name
gregtech:gt.metaitem.01:2524, gt.metaitem.01.2524.name
gregtech:gt.metaitem.01:2525, gt.metaitem.01.2525.name
gregtech:gt.metaitem.01:2526, gt.metaitem.01.2526.name
gregtech:gt.metaitem.01:2527, gt.metaitem.01.2527.name
gregtech:gt.metaitem.01:2528, gt.metaitem.01.2528.name
gregtech:gt.metaitem.01:2529, gt.metaitem.01.2529.name
gregtech:gt.metaitem.01:2530, gt.metaitem.01.2530.name
gregtech:gt.metaitem.01:2531, gt.metaitem.01.2531.name
gregtech:gt.metaitem.01:2532, gt.metaitem.01.2532.name
gregtech:gt.metaitem.01:2533, gt.metaitem.01.2533.name
gregtech:gt.metaitem.01:2534, gt.metaitem.01.2534.name
gregtech:gt.metaitem.01:2535, gt.metaitem.01.2535.name
gregtech:gt.metaitem.01:2536, gt.metaitem.01.2536.name
gregtech:gt.metaitem.01:2537, gt.metaitem.01.2537.name
gregtech:gt.metaitem.01:2538, gt.metaitem.01.2538.name
gregtech:gt.metaitem.01:2540, gt.metaitem.01.2540.name
gregtech:gt.metaitem.01:2541, gt.metaitem.01.2541.name
gregtech:gt.metaitem.01:2542, gt.metaitem.01.2542.name
gregtech:gt.metaitem.01:2543, gt.metaitem.01.2543.name
gregtech:gt.metaitem.01:2544, gt.metaitem.01.2544.name
gregtech:gt.metaitem.01:2545, gt.metaitem.01.2545.name
gregtech:gt.metaitem.01:2702, gt.metaitem.01.2702.name
gregtech:gt.metaitem.01:2728, gt.metaitem.01.2728.name
gregtech:gt.metaitem.01:2770, gt.metaitem.01.2770.name
gregtech:gt.metaitem.01:2802, gt.metaitem.01.2802.name
gregtech:gt.metaitem.01:2804, gt.metaitem.01.2804.name
gregtech:gt.metaitem.01:2805, gt.metaitem.01.2805.name
gregtech:gt.metaitem.01:2807, gt.metaitem.01.2807.name
gregtech:gt.metaitem.01:2808, gt.metaitem.01.2808.name
gregtech:gt.metaitem.01:2809, gt.metaitem.01.2809.name
gregtech:gt.metaitem.01:2812, gt.metaitem.01.2812.name
gregtech:gt.metaitem.01:2813, gt.metaitem.01.2813.name
gregtech:gt.metaitem.01:2814, gt.metaitem.01.2814.name
gregtech:gt.metaitem.01:2815, gt.metaitem.01.2815.name
gregtech:gt.metaitem.01:2816, gt.metaitem.01.2816.name
gregtech:gt.metaitem.01:2817, gt.metaitem.01.2817.name
gregtech:gt.metaitem.01:2818, gt.metaitem.01.2818.name
gregtech:gt.metaitem.01:2819, gt.metaitem.01.2819.name
gregtech:gt.metaitem.01:2820, gt.metaitem.01.2820.name
gregtech:gt.metaitem.01:2821, gt.metaitem.01.2821.name
gregtech:gt.metaitem.01:2822, gt.metaitem.01.2822.name
gregtech:gt.metaitem.01:2823, gt.metaitem.01.2823.name
gregtech:gt.metaitem.01:2824, gt.metaitem.01.2824.name
gregtech:gt.metaitem.01:2825, gt.metaitem.01.2825.name
gregtech:gt.metaitem.01:2826, gt.metaitem.01.2826.name
gregtech:gt.metaitem.01:2827, gt.metaitem.01.2827.name
gregtech:gt.metaitem.01:2828, gt.metaitem.01.2828.name
gregtech:gt.metaitem.01:2829, gt.metaitem.01.2829.name
gregtech:gt.metaitem.01:2830, gt.metaitem.01.2830.name
gregtech:gt.metaitem.01:2831, gt.metaitem.01.2831.name
gregtech:gt.metaitem.01:2832, gt.metaitem.01.2832.name
gregtech:gt.metaitem.01:2833, gt.metaitem.01.2833.name
gregtech:gt.metaitem.01:2834, gt.metaitem.01.2834.name
gregtech:gt.metaitem.01:2835, gt.metaitem.01.2835.name
gregtech:gt.metaitem.01:2836, gt.metaitem.01.2836.name
gregtech:gt.metaitem.01:2837, gt.metaitem.01.2837.name
gregtech:gt.metaitem.01:2838, gt.metaitem.01.2838.name
gregtech:gt.metaitem.01:2839, gt.metaitem.01.2839.name
gregtech:gt.metaitem.01:2840, gt.metaitem.01.2840.name
gregtech:gt.metaitem.01:2841, gt.metaitem.01.2841.name
gregtech:gt.metaitem.01:2842, gt.metaitem.01.2842.name
gregtech:gt.metaitem.01:2843, gt.metaitem.01.2843.name
gregtech:gt.metaitem.01:2844, gt.metaitem.01.2844.name
gregtech:gt.metaitem.01:2845, gt.metaitem.01.2845.name
gregtech:gt.metaitem.01:2846, gt.metaitem.01.2846.name
gregtech:gt.metaitem.01:2847, gt.metaitem.01.2847.name
gregtech:gt.metaitem.01:2848, gt.metaitem.01.2848.name
gregtech:gt.metaitem.01:2849, gt.metaitem.01.2849.name
gregtech:gt.metaitem.01:2850, gt.metaitem.01.2850.name
gregtech:gt.metaitem.01:2851, gt.metaitem.01.2851.name
gregtech:gt.metaitem.01:2852, gt.metaitem.01.2852.name
gregtech:gt.metaitem.01:2853, gt.metaitem.01.2853.name
gregtech:gt.metaitem.01:2854, gt.metaitem.01.2854.name
gregtech:gt.metaitem.01:2855, gt.metaitem.01.2855.name
gregtech:gt.metaitem.01:2857, gt.metaitem.01.2857.name
gregtech:gt.metaitem.01:2858, gt.metaitem.01.2858.name
gregtech:gt.metaitem.01:2859, gt.metaitem.01.2859.name
gregtech:gt.metaitem.01:2860, gt.metaitem.01.2860.name
gregtech:gt.metaitem.01:2861, gt.metaitem.01.2861.name
gregtech:gt.metaitem.01:2862, gt.metaitem.01.2862.name
gregtech:gt.metaitem.01:2863, gt.metaitem.01.2863.name
gregtech:gt.metaitem.01:2864, gt.metaitem.01.2864.name
gregtech:gt.metaitem.01:2865, gt.metaitem.01.2865.name
gregtech:gt.metaitem.01:2866, gt.metaitem.01.2866.name
gregtech:gt.metaitem.01:2867, gt.metaitem.01.2867.name
gregtech:gt.metaitem.01:2868, gt.metaitem.01.2868.name
gregtech:gt.metaitem.01:2869, gt.metaitem.01.2869.name
gregtech:gt.metaitem.01:2870, gt.metaitem.01.2870.name
gregtech:gt.metaitem.01:2871, gt.metaitem.01.2871.name
gregtech:gt.metaitem.01:2872, gt.metaitem.01.2872.name
gregtech:gt.metaitem.01:2873, gt.metaitem.01.2873.name
gregtech:gt.metaitem.01:2874, gt.metaitem.01.2874.name
gregtech:gt.metaitem.01:2875, gt.metaitem.01.2875.name
gregtech:gt.metaitem.01:2876, gt.metaitem.01.2876.name
gregtech:gt.metaitem.01:2877, gt.metaitem.01.2877.name
gregtech:gt.metaitem.01:2878, gt.metaitem.01.2878.name
gregtech:gt.metaitem.01:2879, gt.metaitem.01.2879.name
gregtech:gt.metaitem.01:2880, gt.metaitem.01.2880.name
gregtech:gt.metaitem.01:2881, gt.metaitem.01.2881.name
gregtech:gt.metaitem.01:2882, gt.metaitem.01.2882.name
gregtech:gt.metaitem.01:2883, gt.metaitem.01.2883.name
gregtech:gt.metaitem.01:2884, gt.metaitem.01.2884.name
gregtech:gt.metaitem.01:2885, gt.metaitem.01.2885.name
gregtech:gt.metaitem.01:2886, gt.metaitem.01.2886.name
gregtech:gt.metaitem.01:2887, gt.metaitem.01.2887.name
gregtech:gt.metaitem.01:2888, gt.metaitem.01.2888.name
gregtech:gt.metaitem.01:2889, gt.metaitem.01.2889.name
gregtech:gt.metaitem.01:2890, gt.metaitem.01.2890.name
gregtech:gt.metaitem.01:2891, gt.metaitem.01.2891.name
gregtech:gt.metaitem.01:2892, gt.metaitem.01.2892.name
gregtech:gt.metaitem.01:2893, gt.metaitem.01.2893.name
gregtech:gt.metaitem.01:2894, gt.metaitem.01.2894.name
gregtech:gt.metaitem.01:2895, gt.metaitem.01.2895.name
gregtech:gt.metaitem.01:2896, gt.metaitem.01.2896.name
gregtech:gt.metaitem.01:2900, gt.metaitem.01.2900.name
gregtech:gt.metaitem.01:2901, gt.metaitem.01.2901.name
gregtech:gt.metaitem.01:2902, gt.metaitem.01.2902.name
gregtech:gt.metaitem.01:2903, gt.metaitem.01.2903.name
gregtech:gt.metaitem.01:2904, gt.metaitem.01.2904.name
gregtech:gt.metaitem.01:2905, gt.metaitem.01.2905.name
gregtech:gt.metaitem.01:2906, gt.metaitem.01.2906.name
gregtech:gt.metaitem.01:2907, gt.metaitem.01.2907.name
gregtech:gt.metaitem.01:2908, gt.metaitem.01.2908.name
gregtech:gt.metaitem.01:2909, gt.metaitem.01.2909.name
gregtech:gt.metaitem.01:2910, gt.metaitem.01.2910.name
gregtech:gt.metaitem.01:2911, gt.metaitem.01.2911.name
gregtech:gt.metaitem.01:2912, gt.metaitem.01.2912.name
gregtech:gt.metaitem.01:2913, gt.metaitem.01.2913.name
gregtech:gt.metaitem.01:2914, gt.metaitem.01.2914.name
gregtech:gt.metaitem.01:2915, gt.metaitem.01.2915.name
gregtech:gt.metaitem.01:2916, gt.metaitem.01.2916.name
gregtech:gt.metaitem.01:2917, gt.metaitem.01.2917.name
gregtech:gt.metaitem.01:2918, gt.metaitem.01.2918.name
gregtech:gt.metaitem.01:2919, gt.metaitem.01.2919.name
gregtech:gt.metaitem.01:2920, gt.metaitem.01.2920.name
gregtech:gt.metaitem.01:2921, gt.metaitem.01.2921.name
gregtech:gt.metaitem.01:2922, gt.metaitem.01.2922.name
gregtech:gt.metaitem.01:2923, gt.metaitem.01.2923.name
gregtech:gt.metaitem.01:2924, gt.metaitem.01.2924.name
gregtech:gt.metaitem.01:2925, gt.metaitem.01.2925.name
gregtech:gt.metaitem.01:2926, gt.metaitem.01.2926.name
gregtech:gt.metaitem.01:2927, gt.metaitem.01.2927.name
gregtech:gt.metaitem.01:2928, gt.metaitem.01.2928.name
gregtech:gt.metaitem.01:2929, gt.metaitem.01.2929.name
gregtech:gt.metaitem.01:2930, gt.metaitem.01.2930.name
gregtech:gt.metaitem.01:2931, gt.metaitem.01.2931.name
gregtech:gt.metaitem.01:2932, gt.metaitem.01.2932.name
gregtech:gt.metaitem.01:2933, gt.metaitem.01.2933.name
gregtech:gt.metaitem.01:2934, gt.metaitem.01.2934.name
gregtech:gt.metaitem.01:2935, gt.metaitem.01.2935.name
gregtech:gt.metaitem.01:2936, gt.metaitem.01.2936.name
gregtech:gt.metaitem.01:2937, gt.metaitem.01.2937.name
gregtech:gt.metaitem.01:2938, gt.metaitem.01.2938.name
gregtech:gt.metaitem.01:2939, gt.metaitem.01.2939.name
gregtech:gt.metaitem.01:2940, gt.metaitem.01.2940.name
gregtech:gt.metaitem.01:2941, gt.metaitem.01.2941.name
gregtech:gt.metaitem.01:2942, gt.metaitem.01.2942.name
gregtech:gt.metaitem.01:2943, gt.metaitem.01.2943.name
gregtech:gt.metaitem.01:2944, gt.metaitem.01.2944.name
gregtech:gt.metaitem.01:2945, gt.metaitem.01.2945.name
gregtech:gt.metaitem.01:2946, gt.metaitem.01.2946.name
gregtech:gt.metaitem.01:2947, gt.metaitem.01.2947.name
gregtech:gt.metaitem.01:2948, gt.metaitem.01.2948.name
gregtech:gt.metaitem.01:2949, gt.metaitem.01.2949.name
gregtech:gt.metaitem.01:2950, gt.metaitem.01.2950.name
gregtech:gt.metaitem.01:2951, gt.metaitem.01.2951.name
gregtech:gt.metaitem.01:2952, gt.metaitem.01.2952.name
gregtech:gt.metaitem.01:2953, gt.metaitem.01.2953.name
gregtech:gt.metaitem.01:2954, gt.metaitem.01.2954.name
gregtech:gt.metaitem.01:2955, gt.metaitem.01.2955.name
gregtech:gt.metaitem.01:2956, gt.metaitem.01.2956.name
gregtech:gt.metaitem.01:2957, gt.metaitem.01.2957.name
gregtech:gt.metaitem.01:2958, gt.metaitem.01.2958.name
gregtech:gt.metaitem.01:2959, gt.metaitem.01.2959.name
gregtech:gt.metaitem.01:2960, gt.metaitem.01.2960.name
gregtech:gt.metaitem.01:2961, gt.metaitem.01.2961.name
gregtech:gt.metaitem.01:2962, gt.metaitem.01.2962.name
gregtech:gt.metaitem.01:2963, gt.metaitem.01.2963.name
gregtech:gt.metaitem.01:2964, gt.metaitem.01.2964.name
gregtech:gt.metaitem.01:2965, gt.metaitem.01.2965.name
gregtech:gt.metaitem.01:2966, gt.metaitem.01.2966.name
gregtech:gt.metaitem.01:8347, gt.metaitem.01.8347.name
gregtech:gt.metaitem.01:8502, gt.metaitem.01.8502.name
gregtech:gt.metaitem.01:8503, gt.metaitem.01.8503.name
gregtech:gt.metaitem.01:8504, gt.metaitem.01.8504.name
gregtech:gt.metaitem.01:8505, gt.metaitem.01.8505.name
gregtech:gt.metaitem.01:8507, gt.metaitem.01.8507.name
gregtech:gt.metaitem.01:8508, gt.metaitem.01.8508.name
gregtech:gt.metaitem.01:8509, gt.metaitem.01.8509.name
gregtech:gt.metaitem.01:8510, gt.metaitem.01.8510.name
gregtech:gt.metaitem.01:8511, gt.metaitem.01.8511.name
gregtech:gt.metaitem.01:8512, gt.metaitem.01.8512.name
gregtech:gt.metaitem.01:8513, gt.metaitem.01.8513.name
gregtech:gt.metaitem.01:8514, gt.metaitem.01.8514.name
gregtech:gt.metaitem.01:8515, gt.metaitem.01.8515.name
gregtech:gt.metaitem.01:8516, gt.metaitem.01.8516.name
gregtech:gt.metaitem.01:8518, gt.metaitem.01.8518.name
gregtech:gt.metaitem.01:8519, gt.metaitem.01.8519.name
gregtech:gt.metaitem.01:8520, gt.metaitem.01.8520.name
gregtech:gt.metaitem.01:8521, gt.metaitem.01.8521.name
gregtech:gt.metaitem.01:8523, gt.metaitem.01.8523.name
gregtech:gt.metaitem.01:8524, gt.metaitem.01.8524.name
gregtech:gt.metaitem.01:8525, gt.metaitem.01.8525.name
gregtech:gt.metaitem.01:8527, gt.metaitem.01.8527.name
gregtech:gt.metaitem.01:8528, gt.metaitem.01.8528.name
gregtech:gt.metaitem.01:8529, gt.metaitem.01.8529.name
gregtech:gt.metaitem.01:8530, gt.metaitem.01.8530.name
gregtech:gt.metaitem.01:8531, gt.metaitem.01.8531.name
gregtech:gt.metaitem.01:8534, gt.metaitem.01.8534.name
gregtech:gt.metaitem.01:8538, gt.metaitem.01.8538.name
gregtech:gt.metaitem.01:8890, gt.metaitem.01.8890.name
gregtech:gt.metaitem.01:11006, gt.metaitem.01.11006.name
gregtech:gt.metaitem.01:11008, gt.metaitem.01.11008.name
gregtech:gt.metaitem.01:11010, gt.metaitem.01.11010.name
gregtech:gt.metaitem.01:11018, gt.metaitem.01.11018.name
gregtech:gt.metaitem.01:11019, gt.metaitem.01.11019.name
gregtech:gt.metaitem.01:11020, gt.metaitem.01.11020.name
gregtech:gt.metaitem.01:11025, gt.metaitem.01.11025.name
gregtech:gt.metaitem.01:11027, gt.metaitem.01.11027.name
gregtech:gt.metaitem.01:11028, gt.metaitem.01.11028.name
gregtech:gt.metaitem.01:11029, gt.metaitem.01.11029.name
gregtech:gt.metaitem.01:11030, gt.metaitem.01.11030.name
gregtech:gt.metaitem.01:11031, gt.metaitem.01.11031.name
gregtech:gt.metaitem.01:11033, gt.metaitem.01.11033.name
gregtech:gt.metaitem.01:11034, gt.metaitem.01.11034.name
gregtech:gt.metaitem.01:11035, gt.metaitem.01.11035.name
gregtech:gt.metaitem.01:11036, gt.metaitem.01.11036.name
gregtech:gt.metaitem.01:11037, gt.metaitem.01.11037.name
gregtech:gt.metaitem.01:11039, gt.metaitem.01.11039.name
gregtech:gt.metaitem.01:11043, gt.metaitem.01.11043.name
gregtech:gt.metaitem.01:11045, gt.metaitem.01.11045.name
gregtech:gt.metaitem.01:11047, gt.metaitem.01.11047.name
gregtech:gt.metaitem.01:11048, gt.metaitem.01.11048.name
gregtech:gt.metaitem.01:11052, gt.metaitem.01.11052.name
gregtech:gt.metaitem.01:11054, gt.metaitem.01.11054.name
gregtech:gt.metaitem.01:11056, gt.metaitem.01.11056.name
gregtech:gt.metaitem.01:11057, gt.metaitem.01.11057.name
gregtech:gt.metaitem.01:11058, gt.metaitem.01.11058.name
gregtech:gt.metaitem.01:11059, gt.metaitem.01.11059.name
gregtech:gt.metaitem.01:11062, gt.metaitem.01.11062.name
gregtech:gt.metaitem.01:11064, gt.metaitem.01.11064.name
gregtech:gt.metaitem.01:11065, gt.metaitem.01.11065.name
gregtech:gt.metaitem.01:11066, gt.metaitem.01.11066.name
gregtech:gt.metaitem.01:11067, gt.metaitem.01.11067.name
gregtech:gt.metaitem.01:11068, gt.metaitem.01.11068.name
gregtech:gt.metaitem.01:11069, gt.metaitem.01.11069.name
gregtech:gt.metaitem.01:11070, gt.metaitem.01.11070.name
gregtech:gt.metaitem.01:11071, gt.metaitem.01.11071.name
gregtech:gt.metaitem.01:11072, gt.metaitem.01.11072.name
gregtech:gt.metaitem.01:11073, gt.metaitem.01.11073.name
gregtech:gt.metaitem.01:11074, gt.metaitem.01.11074.name
gregtech:gt.metaitem.01:11075, gt.metaitem.01.11075.name
gregtech:gt.metaitem.01:11076, gt.metaitem.01.11076.name
gregtech:gt.metaitem.01:11077, gt.metaitem.01.11077.name
gregtech:gt.metaitem.01:11078, gt.metaitem.01.11078.name
gregtech:gt.metaitem.01:11080, gt.metaitem.01.11080.name
gregtech:gt.metaitem.01:11081, gt.metaitem.01.11081.name
gregtech:gt.metaitem.01:11083, gt.metaitem.01.11083.name
gregtech:gt.metaitem.01:11084, gt.metaitem.01.11084.name
gregtech:gt.metaitem.01:11085, gt.metaitem.01.11085.name
gregtech:gt.metaitem.01:11089, gt.metaitem.01.11089.name
gregtech:gt.metaitem.01:11090, gt.metaitem.01.11090.name
gregtech:gt.metaitem.01:11096, gt.metaitem.01.11096.name
gregtech:gt.metaitem.01:11097, gt.metaitem.01.11097.name
gregtech:gt.metaitem.01:11098, gt.metaitem.01.11098.name
gregtech:gt.metaitem.01:11100, gt.metaitem.01.11100.name
gregtech:gt.metaitem.01:11101, gt.metaitem.01.11101.name
gregtech:gt.metaitem.01:11103, gt.metaitem.01.11103.name
gregtech:gt.metaitem.01:11129, gt.metaitem.01.11129.name
gregtech:gt.metaitem.01:11300, gt.metaitem.01.11300.name
gregtech:gt.metaitem.01:11301, gt.metaitem.01.11301.name
gregtech:gt.metaitem.01:11302, gt.metaitem.01.11302.name
gregtech:gt.metaitem.01:11303, gt.metaitem.01.11303.name
gregtech:gt.metaitem.01:11304, gt.metaitem.01.11304.name
gregtech:gt.metaitem.01:11305, gt.metaitem.01.11305.name
gregtech:gt.metaitem.01:11306, gt.metaitem.01.11306.name
gregtech:gt.metaitem.01:11307, gt.metaitem.01.11307.name
gregtech:gt.metaitem.01:11308, gt.metaitem.01.11308.name
gregtech:gt.metaitem.01:11309, gt.metaitem.01.11309.name
gregtech:gt.metaitem.01:11310, gt.metaitem.01.11310.name
gregtech:gt.metaitem.01:11311, gt.metaitem.01.11311.name
gregtech:gt.metaitem.01:11312, gt.metaitem.01.11312.name
gregtech:gt.metaitem.01:11313, gt.metaitem.01.11313.name
gregtech:gt.metaitem.01:11314, gt.metaitem.01.11314.name
gregtech:gt.metaitem.01:11315, gt.metaitem.01.11315.name
gregtech:gt.metaitem.01:11316, gt.metaitem.01.11316.name
gregtech:gt.metaitem.01:11317, gt.metaitem.01.11317.name
gregtech:gt.metaitem.01:11318, gt.metaitem.01.11318.name
gregtech:gt.metaitem.01:11319, gt.metaitem.01.11319.name
gregtech:gt.metaitem.01:11320, gt.metaitem.01.11320.name
gregtech:gt.metaitem.01:11321, gt.metaitem.01.11321.name
gregtech:gt.metaitem.01:11322, gt.metaitem.01.11322.name
gregtech:gt.metaitem.01:11323, gt.metaitem.01.11323.name
gregtech:gt.metaitem.01:11324, gt.metaitem.01.11324.name
gregtech:gt.metaitem.01:11325, gt.metaitem.01.11325.name
gregtech:gt.metaitem.01:11326, gt.metaitem.01.11326.name
gregtech:gt.metaitem.01:11327, gt.metaitem.01.11327.name
gregtech:gt.metaitem.01:11328, gt.metaitem.01.11328.name
gregtech:gt.metaitem.01:11329, gt.metaitem.01.11329.name
gregtech:gt.metaitem.01:11330, gt.metaitem.01.11330.name
gregtech:gt.metaitem.01:11331, gt.metaitem.01.11331.name
gregtech:gt.metaitem.01:11332, gt.metaitem.01.11332.name
gregtech:gt.metaitem.01:11333, gt.metaitem.01.11333.name
gregtech:gt.metaitem.01:11334, gt.metaitem.01.11334.name
gregtech:gt.metaitem.01:11335, gt.metaitem.01.11335.name
gregtech:gt.metaitem.01:11336, gt.metaitem.01.11336.name
gregtech:gt.metaitem.01:11337, gt.metaitem.01.11337.name
gregtech:gt.metaitem.01:11338, gt.metaitem.01.11338.name
gregtech:gt.metaitem.01:11339, gt.metaitem.01.11339.name
gregtech:gt.metaitem.01:11340, gt.metaitem.01.11340.name
gregtech:gt.metaitem.01:11341, gt.metaitem.01.11341.name
gregtech:gt.metaitem.01:11342, gt.metaitem.01.11342.name
gregtech:gt.metaitem.01:11343, gt.metaitem.01.11343.name
gregtech:gt.metaitem.01:11344, gt.metaitem.01.11344.name
gregtech:gt.metaitem.01:11345, gt.metaitem.01.11345.name
gregtech:gt.metaitem.01:11346, gt.metaitem.01.11346.name
gregtech:gt.metaitem.01:11348, gt.metaitem.01.11348.name
gregtech:gt.metaitem.01:11349, gt.metaitem.01.11349.name
gregtech:gt.metaitem.01:11350, gt.metaitem.01.11350.name
gregtech:gt.metaitem.01:11351, gt.metaitem.01.11351.name
gregtech:gt.metaitem.01:11352, gt.metaitem.01.11352.name
gregtech:gt.metaitem.01:11353, gt.metaitem.01.11353.name
gregtech:gt.metaitem.01:11354, gt.metaitem.01.11354.name
gregtech:gt.metaitem.01:11355, gt.metaitem.01.11355.name
gregtech:gt.metaitem.01:11356, gt.metaitem.01.11356.name
gregtech:gt.metaitem.01:11357, gt.metaitem.01.11357.name
gregtech:gt.metaitem.01:11358, gt.metaitem.01.11358.name
gregtech:gt.metaitem.01:11359, gt.metaitem.01.11359.name
gregtech:gt.metaitem.01:11360, gt.metaitem.01.11360.name
gregtech:gt.metaitem.01:11361, gt.metaitem.01.11361.name
gregtech:gt.metaitem.01:11362, gt.metaitem.01.11362.name
gregtech:gt.metaitem.01:11363, gt.metaitem.01.11363.name
gregtech:gt.metaitem.01:11364, gt.metaitem.01.11364.name
gregtech:gt.metaitem.01:11370, gt.metaitem.01.11370.name
gregtech:gt.metaitem.01:11371, gt.metaitem.01.11371.name
gregtech:gt.metaitem.01:11372, gt.metaitem.01.11372.name
gregtech:gt.metaitem.01:11373, gt.metaitem.01.11373.name
gregtech:gt.metaitem.01:11374, gt.metaitem.01.11374.name
gregtech:gt.metaitem.01:11470, gt.metaitem.01.11470.name
gregtech:gt.metaitem.01:11471, gt.metaitem.01.11471.name
gregtech:gt.metaitem.01:11472, gt.metaitem.01.11472.name
gregtech:gt.metaitem.01:11473, gt.metaitem.01.11473.name
gregtech:gt.metaitem.01:11489, gt.metaitem.01.11489.name
gregtech:gt.metaitem.01:11490, gt.metaitem.01.11490.name
gregtech:gt.metaitem.01:11521, gt.metaitem.01.11521.name
gregtech:gt.metaitem.01:11770, gt.metaitem.01.11770.name
gregtech:gt.metaitem.01:11829, gt.metaitem.01.11829.name
gregtech:gt.metaitem.01:11874, gt.metaitem.01.11874.name
gregtech:gt.metaitem.01:11880, gt.metaitem.01.11880.name
gregtech:gt.metaitem.01:11884, gt.metaitem.01.11884.name
gregtech:gt.metaitem.01:11950, gt.metaitem.01.11950.name
gregtech:gt.metaitem.01:11951, gt.metaitem.01.11951.name
gregtech:gt.metaitem.01:11952, gt.metaitem.01.11952.name
gregtech:gt.metaitem.01:11953, gt.metaitem.01.11953.name
gregtech:gt.metaitem.01:11954, gt.metaitem.01.11954.name
gregtech:gt.metaitem.01:11955, gt.metaitem.01.11955.name
gregtech:gt.metaitem.01:11956, gt.metaitem.01.11956.name
gregtech:gt.metaitem.01:11957, gt.metaitem.01.11957.name
gregtech:gt.metaitem.01:11958, gt.metaitem.01.11958.name
gregtech:gt.metaitem.01:11959, gt.metaitem.01.11959.name
gregtech:gt.metaitem.01:11960, gt.metaitem.01.11960.name
gregtech:gt.metaitem.01:11961, gt.metaitem.01.11961.name
gregtech:gt.metaitem.01:11962, gt.metaitem.01.11962.name
gregtech:gt.metaitem.01:11963, gt.metaitem.01.11963.name
gregtech:gt.metaitem.01:11964, gt.metaitem.01.11964.name
gregtech:gt.metaitem.01:11965, gt.metaitem.01.11965.name
gregtech:gt.metaitem.01:11966, gt.metaitem.01.11966.name
gregtech:gt.metaitem.01:13006, gt.metaitem.01.13006.name
gregtech:gt.metaitem.01:13008, gt.metaitem.01.13008.name
gregtech:gt.metaitem.01:13010, gt.metaitem.01.13010.name
gregtech:gt.metaitem.01:13018, gt.metaitem.01.13018.name
gregtech:gt.metaitem.01:13019, gt.metaitem.01.13019.name
gregtech:gt.metaitem.01:13020, gt.metaitem.01.13020.name
gregtech:gt.metaitem.01:13025, gt.metaitem.01.13025.name
gregtech:gt.metaitem.01:13027, gt.metaitem.01.13027.name
gregtech:gt.metaitem.01:13028, gt.metaitem.01.13028.name
gregtech:gt.metaitem.01:13029, gt.metaitem.01.13029.name
gregtech:gt.metaitem.01:13030, gt.metaitem.01.13030.name
